facility_id,reporting_quarter,facility_name,district,province,tier_level,gps_lat,gps_lon,nicu_available,nicu_beds,incubators_functional,incubators_total,radiant_warmers,phototherapy_units,cpap_machines,resuscitation_tables,kangaroo_care_space,electricity_reliable,backup_generator,newborn_protocol_exists,protocol_last_updated,death_audits_conducted_pct,staff_trained_on_protocol_pct,quality_improvement_active,supervision_visits_quarterly,hmis_reporting_completeness,bag_mask_ventilation_competency,thermal_care_protocol_compliance,infection_prevention_score,total_nurses,neonatal_trained_nurses,midwives,obstetricians,pediatricians,neonatologists,anesthetists,last_neonatal_training_date,staff_per_delivery_2024,night_shift_coverage,avg_referral_time_hrs,referrals_out_monthly,referrals_in_monthly,oxygen_cylinders_available,oxygen_concentrators,oxygen_plant,ambulance_available,kangaroo_care_practiced,essential_drugs_stockouts_days,antibiotics_available,surfactant_available,referral_feedback_rate,total_deliveries,live_births,neonatal_deaths_0_7d,neonatal_deaths_8_28d,stillbirths,death_birth_asphyxia,death_prematurity,death_sepsis,death_congenital,death_other,preterm_births_28_32w,preterm_births_32_37w,apgar_less_7_at_5min,birth_weight_less_2500g,avg_gestational_age
NYA017,2024Q3,Nyanza Hospital,Nyanza,Southern,Health Center,-2.7609,29.5478,No,0,1,2,2,2,0,2,Partial,No,Yes,Yes,2025-09-01,35,15,No,2,51,31,24,47,30,2,7,2,0,0,0,2023-03-01,0.01,,1.3,28,14,3,0,No,No,Partial,24,Rarely,No,23,251,243,11,3,8,2,3,2,0,7,6,33,13,38,37.43333333333333
NYA017,2024Q4,Nyanza Hospital,Nyanza,Southern,Health Center,-2.7609,29.5478,No,0,1,2,2,2,0,2,Partial,No,Yes,Yes,2025-09-01,35,15,No,2,51,31,24,47,30,2,7,2,0,0,0,2023-03-01,0.01,,1.3,28,14,3,0,No,No,Partial,24,Rarely,No,23,185,179,9,3,6,3,3,2,0,4,3,16,8,25,37.95
NYA018,2024Q1,Nyanza Health Center 1,Nyanza,Southern,District,-1.5008,30.871,No,0,2,2,1,2,0,2,Yes,No,No,Yes,2025-09-01,39,18,No,1,71,41,26,52,31,1,11,2,1,0,1,,0.02,,2.4,25,2,6,1,No,No,Partial,14,Rarely,No,28,650,632,32,11,18,10,10,8,2,13,17,74,28,89,37.725
NYA018,2024Q2,Nyanza Health Center 1,Nyanza,Southern,District,-1.5008,30.871,No,0,2,2,1,2,0,2,Yes,No,No,Yes,2025-09-01,39,18,No,1,71,41,26,52,31,1,11,2,1,0,1,,0.02,,2.4,25,2,6,1,No,No,Partial,14,Rarely,No,28,479,463,25,10,16,10,9,8,3,5,9,48,25,80,37.43333333333333
NYA018,2024Q3,Nyanza Health Center 1,Nyanza,Southern,District,-1.5008,30.871,No,0,2,2,1,2,0,2,Yes,No,No,Yes,2025-09-01,39,18,No,1,71,41,26,52,31,1,11,2,1,0,1,,0.02,,2.4,25,2,6,1,No,No,Partial,14,Rarely,No,28,360,349,12,7,11,4,4,3,0,8,12,36,20,59,37.13333333333333
NYA018,2024Q4,Nyanza Health Center 1,Nyanza,Southern,District,-1.5008,30.871,No,0,2,2,1,2,0,2,Yes,No,No,Yes,2025-09-01,39,18,No,1,71,41,26,52,31,1,11,2,1,0,1,,0.02,,2.4,25,2,6,1,No,No,Partial,14,Rarely,No,28,258,251,15,4,7,4,4,4,1,6,6,23,15,37,37.650000000000006
NYA019,2024Q1,Nyanza Health Center 2,Nyanza,Southern,Health Center,-1.2781,30.522,No,0,2,2,2,1,0,2,Partial,No,No,No,,16,10,No,1,75,25,8,50,19,1,5,1,0,0,1,,0.01,,3.3,30,11,6,0,No,Yes,No,14,Rarely,No,49,344,330,12,5,14,3,3,3,0,8,8,32,15,51,37.625
NYA019,2024Q2,Nyanza Health Center 2,Nyanza,Southern,Health Center,-1.2781,30.522,No,0,2,2,2,1,0,2,Partial,No,No,No,,16,10,No,1,75,25,8,50,19,1,5,1,0,0,1,,0.01,,3.3,30,11,6,0,No,Yes,No,14,Rarely,No,49,236,229,10,5,7,3,3,2,0,7,5,24,9,36,36.9
NYA019,2024Q3,Nyanza Health Center 2,Nyanza,Southern,Health Center,-1.2781,30.522,No,0,2,2,2,1,0,2,Partial,No,No,No,,16,10,No,1,75,25,8,50,19,1,5,1,0,0,1,,0.01,,3.3,30,11,6,0,No,Yes,No,14,Rarely,No,49,210,203,10,3,7,2,2,2,0,7,5,25,11,24,37.63333333333333
NYA019,2024Q4,Nyanza Health Center 2,Nyanza,Southern,Health Center,-1.2781,30.522,No,0,2,2,2,1,0,2,Partial,No,No,No,,16,10,No,1,75,25,8,50,19,1,5,1,0,0,1,,0.01,,3.3,30,11,6,0,No,Yes,No,14,Rarely,No,49,234,226,9,5,8,3,4,2,0,5,4,26,14,34,37.35
NYA020,2024Q1,Nyanza Health Center 3,Nyanza,Southern,District,-2.7072,29.3912,No,0,1,1,1,1,0,1,Partial,No,No,Outdated,2022-04-01,44,29,No,0,78,11,24,42,30,0,10,0,0,0,1,2022-01-01,0.01,,1.5,15,5,5,2,No,No,No,34,Rarely,No,43,753,733,33,16,20,14,13,11,4,7,28,82,29,107,37.225
NYA020,2024Q2,Nyanza Health Center 3,Nyanza,Southern,District,-2.7072,29.3912,No,0,1,1,1,1,0,1,Partial,No,No,Outdated,2022-04-01,44,29,No,0,78,11,24,42,30,0,10,0,0,0,1,2022-01-01,0.01,,1.5,15,5,5,2,No,No,No,34,Rarely,No,43,444,436,17,8,8,5,6,4,0,10,17,52,25,54,38.199999999999996
NYA020,2024Q3,Nyanza Health Center 3,Nyanza,Southern,District,-2.7072,29.3912,No,0,1,1,1,1,0,1,Partial,No,No,Outdated,2022-04-01,44,29,No,0,78,11,24,42,30,0,10,0,0,0,1,2022-01-01,0.01,,1.5,15,5,5,2,No,No,No,34,Rarely,No,43,374,359,21,7,15,7,7,6,0,8,10,38,20,53,37.0
NYA020,2024Q4,Nyanza Health Center 3,Nyanza,Southern,District,-2.7072,29.3912,No,0,1,1,1,1,0,1,Partial,No,No,Outdated,2022-04-01,44,29,No,0,78,11,24,42,30,0,10,0,0,0,1,2022-01-01,0.01,,1.5,15,5,5,2,No,No,No,34,Rarely,No,43,252,243,10,4,9,4,4,3,0,3,8,28,16,41,38.4
NYA021,2024Q1,Nyanza Health Center 4,Nyanza,Southern,Health Center,-2.6836,30.359,No,0,0,2,0,2,0,1,Yes,Yes,No,No,,50,25,No,1,82,39,14,47,15,1,8,1,0,0,0,,0.01,Partial,2.5,32,9,2,0,No,No,No,16,Rarely,No,45,434,422,17,7,12,6,5,4,0,9,13,46,20,55,37.5
NYA021,2024Q2,Nyanza Health Center 4,Nyanza,Southern,Health Center,-2.6836,30.359,No,0,0,2,0,2,0,1,Yes,Yes,No,No,,50,25,No,1,82,39,14,47,15,1,8,1,0,0,0,,0.01,Partial,2.5,32,9,2,0,No,No,No,16,Rarely,No,45,267,261,13,5,6,5,5,3,0,5,8,27,18,38,37.1
NYA021,2024Q3,Nyanza Health Center 4,Nyanza,Southern,Health Center,-2.6836,30.359,No,0,0,2,0,2,0,1,Yes,Yes,No,No,,50,25,No,1,82,39,14,47,15,1,8,1,0,0,0,,0.01,Partial,2.5,32,9,2,0,No,No,No,16,Rarely,No,45,210,203,9,3,7,2,2,1,0,7,8,19,7,33,37.699999999999996
NYA021,2024Q4,Nyanza Health Center 4,Nyanza,Southern,Health Center,-2.6836,30.359,No,0,0,2,0,2,0,1,Yes,Yes,No,No,,50,25,No,1,82,39,14,47,15,1,8,1,0,0,0,,0.01,Partial,2.5,32,9,2,0,No,No,No,16,Rarely,No,45,158,154,7,3,4,2,2,1,0,5,4,15,5,23,37.05
GIS022,2024Q1,Gisagara Hospital,Gisagara,Southern,Health Center,-2.5432,30.128,No,0,0,0,3,1,0,1,Yes,No,Yes,Yes,2024-07-01,39,30,No,1,81,28,22,26,21,1,11,1,1,0,1,2022-03-01,0.01,Partial,1.1,35,8,5,2,No,No,Partial,25,Rarely,No,34,324,314,10,3,10,3,2,0,0,8,8,37,19,41,37.8
GIS022,2024Q2,Gisagara Hospital,Gisagara,Southern,Health Center,-2.5432,30.128,No,0,0,0,3,1,0,1,Yes,No,Yes,Yes,2024-07-01,39,30,No,1,81,28,22,26,21,1,11,1,1,0,1,2022-03-01,0.01,Partial,1.1,35,8,5,2,No,No,Partial,25,Rarely,No,34,278,268,11,6,10,4,4,3,0,6,6,33,15,30,37.43333333333333
GIS022,2024Q3,Gisagara Hospital,Gisagara,Southern,Health Center,-2.5432,30.128,No,0,0,0,3,1,0,1,Yes,No,Yes,Yes,2024-07-01,39,30,No,1,81,28,22,26,21,1,11,1,1,0,1,2022-03-01,0.01,Partial,1.1,35,8,5,2,No,No,Partial,25,Rarely,No,34,302,292,13,6,10,5,4,5,1,4,7,29,17,50,37.833333333333336
GIS022,2024Q4,Gisagara Hospital,Gisagara,Southern,Health Center,-2.5432,30.128,No,0,0,0,3,1,0,1,Yes,No,Yes,Yes,2024-07-01,39,30,No,1,81,28,22,26,21,1,11,1,1,0,1,2022-03-01,0.01,Partial,1.1,35,8,5,2,No,No,Partial,25,Rarely,No,34,171,165,6,2,6,1,1,1,0,5,5,22,10,27,37.3
GIS023,2024Q1,Gisagara Health Center 1,Gisagara,Southern,District,-2.3823,30.5355,No,0,2,3,1,2,0,1,Yes,Yes,Yes,Yes,2024-06-01,21,22,No,1,81,33,27,27,26,2,11,1,0,0,0,,0.01,,3.8,31,13,2,2,No,No,No,10,Sometimes,No,43,604,587,25,12,17,10,9,5,2,11,20,68,29,94,37.475
GIS023,2024Q2,Gisagara Health Center 1,Gisagara,Southern,District,-2.3823,30.5355,No,0,2,3,1,2,0,1,Yes,Yes,Yes,Yes,2024-06-01,21,22,No,1,81,33,27,27,26,2,11,1,0,0,0,,0.01,,3.8,31,13,2,2,No,No,No,10,Sometimes,No,43,401,393,17,9,8,6,5,6,1,8,13,43,24,57,36.96666666666667
GIS023,2024Q3,Gisagara Health Center 1,Gisagara,Southern,District,-2.3823,30.5355,No,0,2,3,1,2,0,1,Yes,Yes,Yes,Yes,2024-06-01,21,22,No,1,81,33,27,27,26,2,11,1,0,0,0,,0.01,,3.8,31,13,2,2,No,No,No,10,Sometimes,No,43,458,446,23,10,12,8,9,8,2,6,18,53,18,80,37.5
GIS023,2024Q4,Gisagara Health Center 1,Gisagara,Southern,District,-2.3823,30.5355,No,0,2,3,1,2,0,1,Yes,Yes,Yes,Yes,2024-06-01,21,22,No,1,81,33,27,27,26,2,11,1,0,0,0,,0.01,,3.8,31,13,2,2,No,No,No,10,Sometimes,No,43,278,269,14,5,9,4,4,4,2,5,5,30,14,42,37.9
GIS024,2024Q1,Gisagara Health Center 2,Gisagara,Southern,Health Center,-1.8725,29.185,No,0,3,4,2,0,0,1,Yes,No,Yes,Outdated,2023-09-01,28,28,No,0,67,34,28,55,27,2,5,0,1,0,1,2023-11-01,0.02,,1.4,34,6,5,0,No,No,Partial,26,Rarely,No,37,298,290,13,3,8,2,3,1,0,10,11,36,14,49,37.175
GIS024,2024Q2,Gisagara Health Center 2,Gisagara,Southern,Health Center,-1.8725,29.185,No,0,3,4,2,0,0,1,Yes,No,Yes,Outdated,2023-09-01,28,28,No,0,67,34,28,55,27,2,5,0,1,0,1,2023-11-01,0.02,,1.4,34,6,5,0,No,No,Partial,26,Rarely,No,37,209,202,8,3,7,2,2,1,0,6,5,24,13,23,37.13333333333333
GIS024,2024Q3,Gisagara Health Center 2,Gisagara,Southern,Health Center,-1.8725,29.185,No,0,3,4,2,0,0,1,Yes,No,Yes,Outdated,2023-09-01,28,28,No,0,67,34,28,55,27,2,5,0,1,0,1,2023-11-01,0.02,,1.4,34,6,5,0,No,No,Partial,26,Rarely,No,37,177,172,6,3,5,1,2,1,0,5,4,19,5,28,37.36666666666667
GIS024,2024Q4,Gisagara Health Center 2,Gisagara,Southern,Health Center,-1.8725,29.185,No,0,3,4,2,0,0,1,Yes,No,Yes,Outdated,2023-09-01,28,28,No,0,67,34,28,55,27,2,5,0,1,0,1,2023-11-01,0.02,,1.4,34,6,5,0,No,No,Partial,26,Rarely,No,37,189,182,9,4,7,2,3,2,1,5,3,22,9,33,37.45
GIS025,2024Q1,Gisagara Health Center 3,Gisagara,Southern,Provincial,-2.5221,30.3585,No,0,4,6,3,3,1,2,Yes,Yes,No,Outdated,2023-10-01,68,53,No,2,82,64,49,65,58,3,12,2,2,0,1,2025-04-01,0.03,Partial,1.8,33,49,14,3,Yes,Yes,Yes,14,Sometimes,No,71,1048,1025,19,9,23,7,6,5,1,9,38,114,63,167,38.125
GIS025,2024Q2,Gisagara Health Center 3,Gisagara,Southern,Provincial,-2.5221,30.3585,No,0,4,6,3,3,1,2,Yes,Yes,No,Outdated,2023-10-01,68,53,No,2,82,64,49,65,58,3,12,2,2,0,1,2025-04-01,0.03,Partial,1.8,33,49,14,3,Yes,Yes,Yes,14,Sometimes,No,71,801,785,17,8,16,6,6,6,1,6,26,80,40,122,37.0
GIS025,2024Q3,Gisagara Health Center 3,Gisagara,Southern,Provincial,-2.5221,30.3585,No,0,4,6,3,3,1,2,Yes,Yes,No,Outdated,2023-10-01,68,53,No,2,82,64,49,65,58,3,12,2,2,0,1,2025-04-01,0.03,Partial,1.8,33,49,14,3,Yes,Yes,Yes,14,Sometimes,No,71,773,755,15,8,18,5,5,4,0,9,29,90,41,113,37.03333333333333
GIS025,2024Q4,Gisagara Health Center 3,Gisagara,Southern,Provincial,-2.5221,30.3585,No,0,4,6,3,3,1,2,Yes,Yes,No,Outdated,2023-10-01,68,53,No,2,82,64,49,65,58,3,12,2,2,0,1,2025-04-01,0.03,Partial,1.8,33,49,14,3,Yes,Yes,Yes,14,Sometimes,No,71,618,603,16,7,15,6,6,5,1,5,24,61,28,93,37.0
GIS026,2024Q1,Gisagara Health Center 4,Gisagara,Southern,District,-1.4491,29.2391,No,0,0,0,2,1,0,2,Partial,No,No,Outdated,2023-08-01,28,20,No,1,56,10,36,31,25,1,8,2,0,0,1,,0.01,,3.0,25,5,1,0,No,Yes,No,23,Rarely,No,35,567,547,29,10,20,10,9,9,0,11,13,57,36,82,37.35
GIS026,2024Q2,Gisagara Health Center 4,Gisagara,Southern,District,-1.4491,29.2391,No,0,0,0,2,1,0,2,Partial,No,No,Outdated,2023-08-01,28,20,No,1,56,10,36,31,25,1,8,2,0,0,1,,0.01,,3.0,25,5,1,0,No,Yes,No,23,Rarely,No,35,549,531,26,12,18,9,10,7,3,9,17,60,29,88,37.36666666666667
GIS026,2024Q3,Gisagara Health Center 4,Gisagara,Southern,District,-1.4491,29.2391,No,0,0,0,2,1,0,2,Partial,No,No,Outdated,2023-08-01,28,20,No,1,56,10,36,31,25,1,8,2,0,0,1,,0.01,,3.0,25,5,1,0,No,Yes,No,23,Rarely,No,35,504,488,25,9,16,9,9,7,1,8,15,64,27,73,37.9
GIS026,2024Q4,Gisagara Health Center 4,Gisagara,Southern,District,-1.4491,29.2391,No,0,0,0,2,1,0,2,Partial,No,No,Outdated,2023-08-01,28,20,No,1,56,10,36,31,25,1,8,2,0,0,1,,0.01,,3.0,25,5,1,0,No,Yes,No,23,Rarely,No,35,390,380,17,9,10,6,7,5,2,6,11,43,17,65,37.75
NYA027,2024Q1,Nyaruguru Hospital,Nyaruguru,Southern,Provincial,-1.9952,30.88,Partial,0,3,4,3,5,3,2,Yes,No,No,Yes,2025-01-01,66,47,Yes,2,92,68,49,52,41,5,11,3,2,0,1,,0.03,Full,2.5,40,26,12,2,No,No,Yes,7,Usually,No,65,1074,1042,27,10,32,10,8,7,1,11,38,137,57,183,37.45
NYA027,2024Q2,Nyaruguru Hospital,Nyaruguru,Southern,Provincial,-1.9952,30.88,Partial,0,3,4,3,5,3,2,Yes,No,No,Yes,2025-01-01,66,47,Yes,2,92,68,49,52,41,5,11,3,2,0,1,,0.03,Full,2.5,40,26,12,2,No,No,Yes,7,Usually,No,65,852,828,16,10,24,6,6,4,1,9,29,95,42,92,37.199999999999996
NYA027,2024Q3,Nyaruguru Hospital,Nyaruguru,Southern,Provincial,-1.9952,30.88,Partial,0,3,4,3,5,3,2,Yes,No,No,Yes,2025-01-01,66,47,Yes,2,92,68,49,52,41,5,11,3,2,0,1,,0.03,Full,2.5,40,26,12,2,No,No,Yes,7,Usually,No,65,752,735,17,6,17,5,6,5,2,5,32,91,38,113,37.766666666666666
NYA027,2024Q4,Nyaruguru Hospital,Nyaruguru,Southern,Provincial,-1.9952,30.88,Partial,0,3,4,3,5,3,2,Yes,No,No,Yes,2025-01-01,66,47,Yes,2,92,68,49,52,41,5,11,3,2,0,1,,0.03,Full,2.5,40,26,12,2,No,No,Yes,7,Usually,No,65,520,507,10,3,13,3,3,2,1,4,23,58,20,84,38.05
NYA028,2024Q1,Nyaruguru Health Center 1,Nyaruguru,Southern,Health Center,-1.4206,29.0449,No,0,0,0,3,1,0,1,Yes,Yes,No,No,,50,30,No,0,84,35,40,54,21,2,12,1,1,0,1,,0.02,Partial,2.7,26,9,6,2,No,Yes,No,12,Sometimes,No,23,359,351,18,6,8,5,5,4,0,10,10,35,16,47,37.55
NYA028,2024Q2,Nyaruguru Health Center 1,Nyaruguru,Southern,Health Center,-1.4206,29.0449,No,0,0,0,3,1,0,1,Yes,Yes,No,No,,50,30,No,0,84,35,40,54,21,2,12,1,1,0,1,,0.02,Partial,2.7,26,9,6,2,No,Yes,No,12,Sometimes,No,23,301,293,18,5,8,6,6,5,0,6,8,28,18,41,37.300000000000004
NYA028,2024Q3,Nyaruguru Health Center 1,Nyaruguru,Southern,Health Center,-1.4206,29.0449,No,0,0,0,3,1,0,1,Yes,Yes,No,No,,50,30,No,0,84,35,40,54,21,2,12,1,1,0,1,,0.02,Partial,2.7,26,9,6,2,No,Yes,No,12,Sometimes,No,23,301,292,13,6,9,5,4,4,0,6,7,38,11,41,37.36666666666667
NYA028,2024Q4,Nyaruguru Health Center 1,Nyaruguru,Southern,Health Center,-1.4206,29.0449,No,0,0,0,3,1,0,1,Yes,Yes,No,No,,50,30,No,0,84,35,40,54,21,2,12,1,1,0,1,,0.02,Partial,2.7,26,9,6,2,No,Yes,No,12,Sometimes,No,23,200,195,9,3,5,3,3,2,0,4,4,20,6,30,37.5
NYA029,2024Q1,Nyaruguru Health Center 2,Nyaruguru,Southern,District,-1.6863,29.7886,No,0,2,2,1,1,0,2,Yes,No,No,Yes,2025-09-01,50,19,No,1,75,39,24,26,21,2,9,2,0,0,0,,0.01,,1.0,19,2,1,2,No,Yes,Partial,12,Sometimes,No,44,555,538,24,9,17,8,9,6,0,10,21,70,20,70,37.824999999999996
NYA029,2024Q2,Nyaruguru Health Center 2,Nyaruguru,Southern,District,-1.6863,29.7886,No,0,2,2,1,1,0,2,Yes,No,No,Yes,2025-09-01,50,19,No,1,75,39,24,26,21,2,9,2,0,0,0,,0.01,,1.0,19,2,1,2,No,Yes,Partial,12,Sometimes,No,44,516,505,25,11,11,9,10,7,2,8,18,65,29,68,36.699999999999996
NYA029,2024Q3,Nyaruguru Health Center 2,Nyaruguru,Southern,District,-1.6863,29.7886,No,0,2,2,1,1,0,2,Yes,No,No,Yes,2025-09-01,50,19,No,1,75,39,24,26,21,2,9,2,0,0,0,,0.01,,1.0,19,2,1,2,No,Yes,Partial,12,Sometimes,No,44,517,504,19,11,13,7,8,7,1,7,16,64,23,76,37.23333333333333
NYA029,2024Q4,Nyaruguru Health Center 2,Nyaruguru,Southern,District,-1.6863,29.7886,No,0,2,2,1,1,0,2,Yes,No,No,Yes,2025-09-01,50,19,No,1,75,39,24,26,21,2,9,2,0,0,0,,0.01,,1.0,19,2,1,2,No,Yes,Partial,12,Sometimes,No,44,237,228,9,5,9,3,3,2,0,6,8,20,7,33,37.0
MUH030,2024Q1,Muhanga Hospital,Muhanga,Southern,District,-2.4442,30.4695,No,0,1,2,0,2,0,1,Partial,Yes,Yes,Yes,2025-08-01,16,10,No,1,84,10,39,26,20,0,11,2,1,0,1,2024-09-01,0.01,,2.9,25,13,5,1,No,No,Partial,25,Rarely,No,41,717,695,32,12,22,11,11,9,3,10,25,79,38,94,37.975
MUH030,2024Q2,Muhanga Hospital,Muhanga,Southern,District,-2.4442,30.4695,No,0,1,2,0,2,0,1,Partial,Yes,Yes,Yes,2025-08-01,16,10,No,1,84,10,39,26,20,0,11,2,1,0,1,2024-09-01,0.01,,2.9,25,13,5,1,No,No,Partial,25,Rarely,No,41,499,484,23,8,15,8,9,7,1,6,17,51,22,71,37.699999999999996
MUH030,2024Q3,Muhanga Hospital,Muhanga,Southern,District,-2.4442,30.4695,No,0,1,2,0,2,0,1,Partial,Yes,Yes,Yes,2025-08-01,16,10,No,1,84,10,39,26,20,0,11,2,1,0,1,2024-09-01,0.01,,2.9,25,13,5,1,No,No,Partial,25,Rarely,No,41,441,432,25,8,9,8,8,8,2,7,14,43,18,75,37.300000000000004
MUH030,2024Q4,Muhanga Hospital,Muhanga,Southern,District,-2.4442,30.4695,No,0,1,2,0,2,0,1,Partial,Yes,Yes,Yes,2025-08-01,16,10,No,1,84,10,39,26,20,0,11,2,1,0,1,2024-09-01,0.01,,2.9,25,13,5,1,No,No,Partial,25,Rarely,No,41,275,266,14,6,9,5,5,3,1,6,12,26,15,48,37.2
MUH031,2024Q1,Muhanga Health Center 1,Muhanga,Southern,Health Center,-1.4705,30.0225,No,0,2,3,1,0,0,1,Yes,No,No,Outdated,2022-12-01,21,20,No,0,60,44,35,41,33,1,6,2,1,0,1,,0.02,Partial,3.8,32,12,6,0,No,Yes,No,29,Sometimes,No,28,388,375,17,7,13,5,6,5,0,8,13,42,17,49,37.5
MUH031,2024Q2,Muhanga Health Center 1,Muhanga,Southern,Health Center,-1.4705,30.0225,No,0,2,3,1,0,0,1,Yes,No,No,Outdated,2022-12-01,21,20,No,0,60,44,35,41,33,1,6,2,1,0,1,,0.02,Partial,3.8,32,12,6,0,No,Yes,No,29,Sometimes,No,28,263,255,12,4,8,4,3,3,0,6,6,29,10,40,37.9
MUH031,2024Q3,Muhanga Health Center 1,Muhanga,Southern,Health Center,-1.4705,30.0225,No,0,2,3,1,0,0,1,Yes,No,No,Outdated,2022-12-01,21,20,No,0,60,44,35,41,33,1,6,2,1,0,1,,0.02,Partial,3.8,32,12,6,0,No,Yes,No,29,Sometimes,No,28,253,248,11,4,5,3,3,3,0,6,6,28,9,32,36.96666666666667
MUH031,2024Q4,Muhanga Health Center 1,Muhanga,Southern,Health Center,-1.4705,30.0225,No,0,2,3,1,0,0,1,Yes,No,No,Outdated,2022-12-01,21,20,No,0,60,44,35,41,33,1,6,2,1,0,1,,0.02,Partial,3.8,32,12,6,0,No,Yes,No,29,Sometimes,No,28,133,129,4,1,4,1,0,0,0,4,4,15,8,18,37.5
MUH032,2024Q1,Muhanga Health Center 2,Muhanga,Southern,Health Center,-1.418,30.4691,No,0,0,2,1,0,0,1,No,No,No,Yes,2025-07-01,16,30,No,1,62,30,33,33,22,1,5,0,1,0,0,2024-01-01,0.01,,3.6,29,12,6,1,No,No,Partial,25,Rarely,No,39,299,290,17,4,9,3,5,3,1,9,8,36,14,43,37.425
MUH032,2024Q2,Muhanga Health Center 2,Muhanga,Southern,Health Center,-1.418,30.4691,No,0,0,2,1,0,0,1,No,No,No,Yes,2025-07-01,16,30,No,1,62,30,33,33,22,1,5,0,1,0,0,2024-01-01,0.01,,3.6,29,12,6,1,No,No,Partial,25,Rarely,No,39,215,210,8,4,5,2,2,1,0,7,4,20,7,34,37.63333333333333
MUH032,2024Q3,Muhanga Health Center 2,Muhanga,Southern,Health Center,-1.418,30.4691,No,0,0,2,1,0,0,1,No,No,No,Yes,2025-07-01,16,30,No,1,62,30,33,33,22,1,5,0,1,0,0,2024-01-01,0.01,,3.6,29,12,6,1,No,No,Partial,25,Rarely,No,39,235,229,12,5,6,4,4,3,0,6,6,25,9,39,37.13333333333333
MUH032,2024Q4,Muhanga Health Center 2,Muhanga,Southern,Health Center,-1.418,30.4691,No,0,0,2,1,0,0,1,No,No,No,Yes,2025-07-01,16,30,No,1,62,30,33,33,22,1,5,0,1,0,0,2024-01-01,0.01,,3.6,29,12,6,1,No,No,Partial,25,Rarely,No,39,163,157,7,2,6,1,2,1,0,5,5,16,7,25,37.45
KAM033,2024Q1,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,Yes,2025-04-01,31,28,No,1,61,12,29,55,24,1,10,1,1,0,0,,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42,325,314,14,5,11,4,3,3,0,9,10,32,14,43,37.5
KAM033,2024Q2,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,Yes,2025-04-01,31,28,No,1,61,12,29,55,24,1,10,1,1,0,0,,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42,260,253,11,4,7,3,3,3,0,6,9,29,11,39,37.53333333333333
KAM033,2024Q3,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,Yes,2025-04-01,31,28,No,1,61,12,29,55,24,1,10,1,1,0,0,,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42,264,258,14,3,6,4,4,3,1,5,4,31,12,33,37.36666666666667
KAM033,2024Q4,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,Yes,2025-04-01,31,28,No,1,61,12,29,55,24,1,10,1,1,0,0,,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42,149,143,6,3,6,1,1,1,0,6,5,18,8,21,37.0
KAM034,2024Q1,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,Yes,2025-07-01,16,30,No,0,68,37,9,41,20,1,5,1,1,0,0,2022-08-01,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30,351,341,12,6,10,4,4,3,0,7,9,33,18,42,37.5
KAM034,2024Q2,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,Yes,2025-07-01,16,30,No,0,68,37,9,41,20,1,5,1,1,0,0,2022-08-01,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30,303,292,13,5,11,4,4,3,0,7,11,30,16,36,37.1
KAM034,2024Q3,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,Yes,2025-07-01,16,30,No,0,68,37,9,41,20,1,5,1,1,0,0,2022-08-01,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30,220,213,10,3,7,3,3,3,0,4,7,23,15,28,37.43333333333333
KAM034,2024Q4,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,Yes,2025-07-01,16,30,No,0,68,37,9,41,20,1,5,1,1,0,0,2022-08-01,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30,186,179,11,3,7,4,3,2,1,4,7,15,11,21,37.8
KAM035,2024Q1,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,Yes,2024-03-01,36,10,No,1,50,31,16,49,34,0,12,1,0,0,1,2024-10-01,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21,680,656,29,12,24,11,12,8,2,8,23,66,33,91,37.85
